Date,Time,Day,Station,Min_Delay,Line
2023-10-10T00:00:00Z,20:08:00,Tuesday,MAIN STREET STATION,12,BD
2023-10-10T00:00:00Z,20:34:00,Tuesday,NORTH YORK CTR STATION,5,YU
2023-10-10T00:00:00Z,21:14:00,Tuesday,WILSON STATION,16,YU
2023-10-10T00:00:00Z,22:22:00,Tuesday,FINCH WEST STATION,9,YU
2023-10-10T00:00:00Z,23:44:00,Tuesday,BLOOR STATION,3,YU
2023-10-10T00:00:00Z,23:44:00,Tuesday,ISLINTON STATION,6,BD
2023-10-11T00:00:00Z,06:06:00,Wednesday,UNION STATION,5,YU
2023-10-11T00:00:00Z,08:01:00,Wednesday,LAWRENCE STATION,6,YU
2023-10-11T00:00:00Z,08:19:00,Wednesday,ROSEDALE STATION,3,YU
2023-10-11T00:00:00Z,08:36:00,Wednesday,DUFFERIN STATION,4,BD
2023-10-11T00:00:00Z,09:29:00,Wednesday,SHEPPARD WEST STATION,51,YU
2023-10-11T00:00:00Z,09:57:00,Wednesday,GREENWOOD STATION,3,BD
2023-10-11T00:00:00Z,13:58:00,Wednesday,FINCH WEST STATION,3,YU
2023-10-11T00:00:00Z,14:12:00,Wednesday,QUEEN STATION,12,YU
2023-10-11T00:00:00Z,15:18:00,Wednesday,DOWNSVIEW PARK STATION,3,YU
2023-10-11T00:00:00Z,15:21:00,Wednesday,ISLINGTON STATION,3,BD
2023-10-11T00:00:00Z,15:27:00,Wednesday,ST GEORGE YUS STATION,5,YU
2023-10-11T00:00:00Z,15:57:00,Wednesday,WOODBINE STATION,18,YU
2023-10-11T00:00:00Z,19:54:00,Wednesday,PLATFORM 2 FINCH,5,YU
2023-10-11T00:00:00Z,21:27:00,Wednesday,ST CLAIR STATION,10,YU
2023-10-11T00:00:00Z,22:45:00,Wednesday,LAWRENCE WEST STATION,14,YU
2023-10-11T00:00:00Z,01:27:00,Wednesday,SHEPPARD WEST STATION,26,YU
2023-10-11T00:00:00Z,05:44:00,Wednesday,BAYVIEW STATION,5,SHP
2023-10-12T00:00:00Z,05:31:00,Thursday,FINCH STATION,5,YU
2023-10-12T00:00:00Z,05:40:00,Thursday,EGLINTON STATION,8,YU
2023-10-12T00:00:00Z,05:40:00,Thursday,KEELE STATION,5,BD
2023-10-12T00:00:00Z,05:40:00,Thursday,KENNEDY BD STATION,20,BD
2023-10-12T00:00:00Z,05:46:00,Thursday,GREENWOOD STATION,9,BD
2023-10-12T00:00:00Z,05:51:00,Thursday,DONLANDS STATION,9,BD
2023-10-12T00:00:00Z,07:31:00,Thursday,YORKDALE STATION,4,YU
2023-10-12T00:00:00Z,13:21:00,Thursday,KENNEDY BD STATION,4,BD
2023-10-12T00:00:00Z,15:05:00,Thursday,BLOOR STATION,5,YU
2023-10-12T00:00:00Z,15:38:00,Thursday,MAIN STREET STATION,14,BD
2023-10-12T00:00:00Z,16:05:00,Thursday,SPADINA BD STATION,3,BD
2023-10-12T00:00:00Z,16:10:00,Thursday,BAY STATION,7,BD
2023-10-12T00:00:00Z,16:15:00,Thursday,BROADVIEW STATION,8,BD
2023-10-12T00:00:00Z,16:19:00,Thursday,ST CLAIR WEST STATION,3,YU
2023-10-12T00:00:00Z,16:22:00,Thursday,DUFFERIN STATION,7,BD
2023-10-12T00:00:00Z,16:27:00,Thursday,KIPLING STATION,3,BD
2023-10-12T00:00:00Z,17:15:00,Thursday,VAUGHAN MC STATION,3,YU
2023-10-12T00:00:00Z,17:30:00,Thursday,ROSEDALE STATION,4,YU
2023-10-12T00:00:00Z,17:46:00,Thursday,DUNDAS STATION,15,YU
2023-10-12T00:00:00Z,18:28:00,Thursday,ROSEDALE STATION,7,YU
2023-10-12T00:00:00Z,21:06:00,Thursday,WARDEN STATION,79,BD
2023-10-12T00:00:00Z,21:07:00,Thursday,LAWRENCE STATION,5,YU
2023-10-12T00:00:00Z,21:14:00,Thursday,SHERBOURNE STATION,13,BD
2023-10-12T00:00:00Z,23:00:00,Thursday,SHEPPARD WEST STATION,50,YU
2023-10-12T00:00:00Z,00:43:00,Thursday,KENNEDY BD STATION,5,BD
2023-10-12T00:00:00Z,00:40:00,Thursday,LESLIE STATION,6,SHP
2023-10-13T00:00:00Z,07:05:00,Friday,PIONEER VILLAGE STATIO,5,YU
2023-10-13T00:00:00Z,07:48:00,Friday,QUEEN'S PARK STATION,4,YU
2023-10-13T00:00:00Z,07:54:00,Friday,KIPLING STATION,3,BD
2023-10-13T00:00:00Z,08:08:00,Friday,YONGE BD STATION,9,BD
2023-10-13T00:00:00Z,08:08:00,Friday,BLOOR STATION,9,YU
2023-10-13T00:00:00Z,08:49:00,Friday,BLOOR STATION,5,YU
2023-10-13T00:00:00Z,09:12:00,Friday,VAUGHAN MC STATION,3,YU
2023-10-13T00:00:00Z,10:45:00,Friday,KENNEDY BD STATION,15,BD
2023-10-13T00:00:00Z,12:29:00,Friday,QUEEN STATION,3,YU
2023-10-13T00:00:00Z,14:02:00,Friday,DUFFERIN STATION,4,BD
2023-10-13T00:00:00Z,14:43:00,Friday,PIONEER VILLAGE STATIO,5,YU
2023-10-13T00:00:00Z,14:58:00,Friday,SHEPPARD WEST STATION,4,YU
2023-10-13T00:00:00Z,15:42:00,Friday,ST CLAIR STATION,6,YU
2023-10-13T00:00:00Z,16:14:00,Friday,KIPLING STATION,3,BD
2023-10-13T00:00:00Z,16:48:00,Friday,ST GEORGE YUS STATION,5,YU
2023-10-13T00:00:00Z,17:15:00,Friday,QUEEN STATION,15,YU
2023-10-13T00:00:00Z,17:41:00,Friday,PIONEER VILLAGE STATIO,3,YU
2023-10-13T00:00:00Z,17:54:00,Friday,SHEPPARD WEST STATION,3,YU
2023-10-13T00:00:00Z,19:56:00,Friday,OSSINGTON STATION,52,BD
2023-10-13T00:00:00Z,23:03:00,Friday,OSGOODE STATION,4,YU
2023-10-13T00:00:00Z,00:15:00,Friday,KENNEDY BD STATION,3,YU
2023-10-13T00:00:00Z,00:32:00,Friday,FINCH STATION,5,YU
2023-10-13T00:00:00Z,14:21:00,Friday,LESLIE STATION,4,SHP
2023-10-14T00:00:00Z,06:34:00,Saturday,WILSON STATION,7,YU
2023-10-14T00:00:00Z,09:25:00,Saturday,FINCH STATION,6,YU
2023-10-14T00:00:00Z,10:16:00,Saturday,VAUGHAN MC STATION,4,YU
2023-10-14T00:00:00Z,11:26:00,Saturday,NORTH YORK CTR STATION,10,YU
2023-10-14T00:00:00Z,12:18:00,Saturday,BROADVIEW STATION,4,BD
2023-10-14T00:00:00Z,12:31:00,Saturday,SPADINA BD STATION,3,BD
2023-10-14T00:00:00Z,12:53:00,Saturday,QUEEN'S PARK STATION,6,YU
2023-10-14T00:00:00Z,13:43:00,Saturday,FINCH STATION,11,YU
2023-10-14T00:00:00Z,15:03:00,Saturday,WELLESLEY STATION,5,YU
2023-10-14T00:00:00Z,16:24:00,Saturday,COLLEGE STATION,4,YU
2023-10-14T00:00:00Z,17:53:00,Saturday,KENNEDY BD STATION,3,BD
2023-10-14T00:00:00Z,20:49:00,Saturday,SHEPPARD WEST STATION,40,YU
2023-10-14T00:00:00Z,21:23:00,Saturday,KING STATION,10,YU
2023-10-14T00:00:00Z,21:42:00,Saturday,WARDEN STATION,7,BD
2023-10-14T00:00:00Z,23:19:00,Saturday,DUPONT STATION,11,YU
2023-10-14T00:00:00Z,23:34:00,Saturday,NORTH YORK CTR STATION,6,YU
2023-10-14T00:00:00Z,23:41:00,Saturday,CHRISTIE STATION,14,BD
2023-10-14T00:00:00Z,23:43:00,Saturday,SHEPPARD WEST STATION,6,YU
2023-10-14T00:00:00Z,23:47:00,Saturday,ST PATRICK STATION,3,YU
2023-10-14T00:00:00Z,23:54:00,Saturday,WOODBINE STATION,3,BD
2023-10-14T00:00:00Z,11:50:00,Saturday,SHEPPARD-YONGE STATION,6,SHP
2023-10-15T00:00:00Z,08:24:00,Sunday,FINCH STATION,3,YU
2023-10-15T00:00:00Z,08:52:00,Sunday,WILSON STATION,6,YU
2023-10-15T00:00:00Z,09:25:00,Sunday,PAPE STATION,9,BD
2023-10-15T00:00:00Z,09:27:00,Sunday,WILSON STATION,13,YU
2023-10-15T00:00:00Z,09:45:00,Sunday,DAVISVILLE STATION,4,YU
2023-10-15T00:00:00Z,09:54:00,Sunday,QUEEN'S PARK STATION,6,YU
2023-10-15T00:00:00Z,10:05:00,Sunday,BAY STATION,17,BD
2023-10-15T00:00:00Z,11:32:00,Sunday,KIPLING STATION,3,BD
2023-10-15T00:00:00Z,12:42:00,Sunday,WELLESLEY STATION,3,YU
2023-10-15T00:00:00Z,12:48:00,Sunday,WELLESLEY STATION,7,YU
2023-10-15T00:00:00Z,12:57:00,Sunday,DUNDAS STATION,6,YU
2023-10-15T00:00:00Z,13:00:00,Sunday,WILSON STATION,5,YU
2023-10-15T00:00:00Z,14:28:00,Sunday,EGLINTON WEST STATION,4,YU
2023-10-15T00:00:00Z,15:02:00,Sunday,ST CLAIR WEST STATION,3,YU
2023-10-15T00:00:00Z,15:39:00,Sunday,VAUGHAN MC STATION,4,YU
2023-10-15T00:00:00Z,16:31:00,Sunday,DONLANDS STATION,3,BD
2023-10-15T00:00:00Z,17:21:00,Sunday,GREENWOOD STATION,7,BD
2023-10-15T00:00:00Z,18:51:00,Sunday,ST PATRICK STATION,5,YU
2023-10-15T00:00:00Z,18:54:00,Sunday,VAUGHAN MC STATION,6,YU
2023-10-15T00:00:00Z,18:58:00,Sunday,ST PATRICK STATION,3,YU
2023-10-15T00:00:00Z,18:59:00,Sunday,SUMMERHILL STATION,3,YU
2023-10-15T00:00:00Z,20:05:00,Sunday,QUEEN STATION,6,YU
2023-10-15T00:00:00Z,20:34:00,Sunday,LAWRENCE WEST STATION,12,YU
2023-10-15T00:00:00Z,22:30:00,Sunday,YONGE BD STATION,4,BD
2023-10-15T00:00:00Z,00:04:00,Sunday,OSSINGTON STATION,7,BD
2023-10-15T00:00:00Z,00:17:00,Sunday,YONGE BD STATION,4,BD
2023-10-15T00:00:00Z,00:45:00,Sunday,DAVISVILLE STATION,8,YU
2023-10-15T00:00:00Z,01:41:00,Sunday,DOWNSVIEW PARK STATION,18,YU
2023-10-16T00:00:00Z,05:24:00,Monday,FINCH STATION,6,YU
2023-10-16T00:00:00Z,05:51:00,Monday,EGLINTON STATION,7,YU
2023-10-16T00:00:00Z,07:12:00,Monday,GREENWOOD STATION,3,BD
2023-10-16T00:00:00Z,10:36:00,Monday,KENNEDY BD STATION,4,BD
2023-10-16T00:00:00Z,11:26:00,Monday,WARDEN STATION,3,BD
2023-10-16T00:00:00Z,12:29:00,Monday,PIONEER VILLAGE STATIO,5,YU
2023-10-16T00:00:00Z,13:23:00,Monday,COXWELL STATION,3,BD
2023-10-16T00:00:00Z,13:26:00,Monday,NORTH YORK CTR STATION,3,YU
2023-10-16T00:00:00Z,13:34:00,Monday,WILSON STATION,12,YU
2023-10-16T00:00:00Z,17:12:00,Monday,WARDEN STATION,66,BD
2023-10-16T00:00:00Z,17:38:00,Monday,VICTORIA PARK STATION,4,BD
2023-10-16T00:00:00Z,18:18:00,Monday,WARDEN STATION,4,BD
2023-10-16T00:00:00Z,19:50:00,Monday,ST CLAIR WEST STATION,3,YU
2023-10-16T00:00:00Z,22:05:00,Monday,KENNEDY BD STATION,5,BD
2023-10-16T00:00:00Z,22:42:00,Monday,COXWELL STATION,5,BD
2023-10-16T00:00:00Z,23:14:00,Monday,KIPLING STATION,5,BD
2023-10-16T00:00:00Z,21:33:00,Monday,SHEPPARD-YONGE STATION,7,SHP
2023-10-17T00:00:00Z,05:52:00,Tuesday,YONGE BD STATION,7,BD
2023-10-17T00:00:00Z,06:30:00,Tuesday,KENNEDY BD STATION,3,BD
2023-10-17T00:00:00Z,09:04:00,Tuesday,SHEPPARD WEST STATION,5,YU
2023-10-17T00:00:00Z,10:26:00,Tuesday,DAVISVILLE STATION,3,YU
2023-10-17T00:00:00Z,13:49:00,Tuesday,ST PATRICK STATION,8,YU
2023-10-17T00:00:00Z,14:23:00,Tuesday,ST CLAIR STATION,3,YU
2023-10-17T00:00:00Z,15:04:00,Tuesday,LAWRENCE STATION,4,YU
2023-10-17T00:00:00Z,15:18:00,Tuesday,ST CLAIR WEST STATION,3,YU
2023-10-17T00:00:00Z,15:44:00,Tuesday,HIGH PARK STATION,3,BD
2023-10-17T00:00:00Z,15:45:00,Tuesday,PIONEER VILLAGE STATIO,3,YU
2023-10-17T00:00:00Z,15:54:00,Tuesday,QUEEN STATION,10,YU
2023-10-17T00:00:00Z,16:19:00,Tuesday,ROSEDALE STATION,6,YU
2023-10-17T00:00:00Z,16:26:00,Tuesday,BLOOR STATION,4,YU
2023-10-17T00:00:00Z,16:33:00,Tuesday,DUNDAS STATION,4,YU
2023-10-17T00:00:00Z,16:54:00,Tuesday,DUPONT STATION,5,YU
2023-10-17T00:00:00Z,16:59:00,Tuesday,ST PATRICK STATION,92,YU
2023-10-17T00:00:00Z,17:53:00,Tuesday,BLOOR STATION,3,YU
2023-10-17T00:00:00Z,18:14:00,Tuesday,BLOOR STATION,3,YU
2023-10-17T00:00:00Z,18:22:00,Tuesday,DUNDAS STATION,4,YU
2023-10-17T00:00:00Z,18:29:00,Tuesday,QUEEN STATION,3,YU
2023-10-17T00:00:00Z,19:22:00,Tuesday,VAUGHAN MC STATION,3,YU
2023-10-17T00:00:00Z,19:33:00,Tuesday,BROADVIEW STATION,4,BD
2023-10-17T00:00:00Z,21:11:00,Tuesday,YORK MILLS STATION,15,YU
2023-10-17T00:00:00Z,23:10:00,Tuesday,DUNDAS WEST STATION,5,BD
2023-10-17T00:00:00Z,00:42:00,Tuesday,EGLINTON STATION,4,YU
2023-10-17T00:00:00Z,01:19:00,Tuesday,DAVISVILLE STATION,6,YU
2023-10-17T00:00:00Z,07:20:00,Tuesday,DON MILLS STATION,31,SHP
2023-10-18T00:00:00Z,06:22:00,Wednesday,KEELE STATION,3,BD
2023-10-18T00:00:00Z,06:28:00,Wednesday,HIGHWAY 407 STATION,6,YU
2023-10-18T00:00:00Z,06:43:00,Wednesday,ST CLAIR STATION,6,YU
2023-10-18T00:00:00Z,07:12:00,Wednesday,QUEEN'S PARK STATION,8,YU
2023-10-18T00:00:00Z,07:25:00,Wednesday,HIGHWAY 407 STATION,3,YU
2023-10-18T00:00:00Z,07:26:00,Wednesday,ST CLAIR WEST STATION,3,YU
2023-10-18T00:00:00Z,07:49:00,Wednesday,ST GEORGE BD STATION,10,BD
2023-10-18T00:00:00Z,10:36:00,Wednesday,DOWNSVIEW PARK STATION,3,YU
2023-10-18T00:00:00Z,10:43:00,Wednesday,SHEPPARD WEST STATION,3,YU
2023-10-18T00:00:00Z,11:36:00,Wednesday,BLOOR STATION,5,YU
2023-10-18T00:00:00Z,12:14:00,Wednesday,WELLESLEY STATION,7,YU
2023-10-18T00:00:00Z,15:32:00,Wednesday,LAWRENCE STATION,5,YU
2023-10-18T00:00:00Z,16:44:00,Wednesday,YORKDALE STATION,4,YU
2023-10-18T00:00:00Z,16:49:00,Wednesday,DUNDAS STATION,4,YU
2023-10-18T00:00:00Z,17:12:00,Wednesday,ST GEORGE YUS STATION,3,YU
2023-10-18T00:00:00Z,17:58:00,Wednesday,KENNEDY BD STATION,10,BD
2023-10-18T00:00:00Z,17:59:00,Wednesday,EGLINTON STATION,7,YU
2023-10-18T00:00:00Z,18:14:00,Wednesday,VAUGHAN MC STATION,3,YU
2023-10-18T00:00:00Z,18:29:00,Wednesday,BLOOR STATION,9,YU
2023-10-18T00:00:00Z,19:31:00,Wednesday,NORTH YORK CTR STATION,5,YU
2023-10-18T00:00:00Z,20:13:00,Wednesday,JANE STATION,5,BD
2023-10-18T00:00:00Z,21:49:00,Wednesday,LAWRENCE STATION,5,YU
2023-10-18T00:00:00Z,22:36:00,Wednesday,KIPLING STATION,5,BD
2023-10-18T00:00:00Z,01:40:00,Wednesday,FINCH WEST STATION,6,YU
2023-10-18T00:00:00Z,18:43:00,Wednesday,SHEPPARD-YONGE STATION,21,SHP
2023-10-19T00:00:00Z,15:09:00,Thursday,EGLINTON STATION,4,YU
2023-10-19T00:00:00Z,16:09:00,Thursday,SUMMERHILL STATION,10,YU
2023-10-19T00:00:00Z,16:34:00,Thursday,ROSEDALE STATION,7,YU
2023-10-19T00:00:00Z,18:12:00,Thursday,SPADINA BD STATION,6,BD
2023-10-19T00:00:00Z,18:42:00,Thursday,OSSINGTON STATION,5,BD
2023-10-19T00:00:00Z,18:52:00,Thursday,QUEEN STATION,4,YU
2023-10-19T00:00:00Z,18:57:00,Thursday,DUNDAS WEST STATION,6,BD
2023-10-19T00:00:00Z,19:40:00,Thursday,OSSINGTON STATION,7,BD
2023-10-19T00:00:00Z,21:42:00,Thursday,WARDEN STATION,6,BD
2023-10-19T00:00:00Z,21:45:00,Thursday,VAUGHAN MC STATION,19,YU
2023-10-19T00:00:00Z,22:25:00,Thursday,YORK UNIVERSITY STATIO,16,YU
2023-10-19T00:00:00Z,23:39:00,Thursday,UNION STATION,6,YU
2023-10-19T00:00:00Z,01:35:00,Thursday,LAWRENCE STATION,3,YU
2023-10-20T00:00:00Z,05:51:00,Friday,KEELE STATION,5,BD
2023-10-20T00:00:00Z,07:06:00,Friday,WILSON STATION,10,YU
2023-10-20T00:00:00Z,07:18:00,Friday,YORKDALE STATION,5,YU
2023-10-20T00:00:00Z,08:13:00,Friday,ST CLAIR WEST STATION,7,YU
2023-10-20T00:00:00Z,08:24:00,Friday,LAWRENCE STATION,5,YU
2023-10-20T00:00:00Z,08:54:00,Friday,YORKDALE STATION,5,YU
2023-10-20T00:00:00Z,10:12:00,Friday,LANSDOWNE STATION,8,BD
2023-10-20T00:00:00Z,11:28:00,Friday,DUNDAS STATION,4,YU
2023-10-20T00:00:00Z,11:35:00,Friday,SUMMERHILL STATION,6,YU
2023-10-20T00:00:00Z,16:45:00,Friday,LANSDOWNE STATION,3,BD
2023-10-20T00:00:00Z,20:16:00,Friday,UNION STATION,3,YU
2023-10-20T00:00:00Z,21:01:00,Friday,COLLEGE STATION,15,YU
2023-10-20T00:00:00Z,21:10:00,Friday,SHERBOURNE STATION,5,BD
2023-10-20T00:00:00Z,21:23:00,Friday,KENNEDY BD STATION,5,BD
2023-10-20T00:00:00Z,21:49:00,Friday,BAY STATION,16,BD
2023-10-20T00:00:00Z,22:37:00,Friday,ST CLAIR STATION,10,YU
2023-10-20T00:00:00Z,22:53:00,Friday,ST PATRICK STATION,6,YU
2023-10-20T00:00:00Z,23:44:00,Friday,DONLANDS STATION,4,BD
2023-10-20T00:00:00Z,01:58:00,Friday,ROYAL YORK STATION,7,BD
2023-10-21T00:00:00Z,05:46:00,Saturday,UNION STATION,5,YU
2023-10-21T00:00:00Z,05:48:00,Saturday,KIPLING STATION,5,BD
2023-10-21T00:00:00Z,06:07:00,Saturday,GREENWOOD STATION,5,BD
2023-10-21T00:00:00Z,09:18:00,Saturday,BLOOR STATION,3,YU
2023-10-21T00:00:00Z,10:02:00,Saturday,VICTORIA PARK STATION,3,BD
2023-10-21T00:00:00Z,12:46:00,Saturday,KENNEDY BD STATION,4,BD
2023-10-21T00:00:00Z,14:00:00,Saturday,DUPONT STATION,4,YU
2023-10-21T00:00:00Z,14:21:00,Saturday,ROSEDALE STATION,4,YU
2023-10-21T00:00:00Z,14:25:00,Saturday,BROADVIEW STATION,4,BD
2023-10-21T00:00:00Z,14:47:00,Saturday,WELLESLEY STATION,3,YU
2023-10-21T00:00:00Z,14:59:00,Saturday,BAY STATION,3,BD
2023-10-21T00:00:00Z,15:14:00,Saturday,BAY STATION,21,BD
2023-10-21T00:00:00Z,15:30:00,Saturday,ROSEDALE STATION,3,YU
2023-10-21T00:00:00Z,15:34:00,Saturday,ST CLAIR STATION,10,YU
2023-10-21T00:00:00Z,18:43:00,Saturday,OSGOODE STATION,3,YU
2023-10-21T00:00:00Z,21:17:00,Saturday,YORK UNIVERSITY STATIO,5,YU
2023-10-21T00:00:00Z,21:52:00,Saturday,ST CLAIR STATION,11,YU
2023-10-21T00:00:00Z,22:22:00,Saturday,BLOOR STATION,7,YU
2023-10-21T00:00:00Z,22:25:00,Saturday,ST CLAIR STATION,5,YU
2023-10-22T00:00:00Z,08:02:00,Sunday,DOWNSVIEW PARK STATION,11,YU
2023-10-22T00:00:00Z,08:10:00,Sunday,ST CLAIR STATION,16,YU
2023-10-22T00:00:00Z,08:12:00,Sunday,BLOOR STATION,8,YU
2023-10-22T00:00:00Z,11:22:00,Sunday,FINCH WEST STATION,19,YU
2023-10-22T00:00:00Z,11:29:00,Sunday,SHEPPARD WEST STATION,3,YU
2023-10-22T00:00:00Z,11:41:00,Sunday,FINCH WEST STATION,5,YU
2023-10-22T00:00:00Z,12:01:00,Sunday,UNION STATION,4,YU
2023-10-22T00:00:00Z,12:38:00,Sunday,BAY STATION,7,BD
2023-10-22T00:00:00Z,13:54:00,Sunday,DUNDAS STATION,6,YU
2023-10-22T00:00:00Z,15:10:00,Sunday,HIGH PARK STATION,10,YU
2023-10-22T00:00:00Z,15:44:00,Sunday,ST CLAIR STATION,6,YU
2023-10-22T00:00:00Z,16:01:00,Sunday,DONLANDS STATION,3,BD
2023-10-22T00:00:00Z,17:20:00,Sunday,KIPLING STATION,5,BD
2023-10-22T00:00:00Z,17:26:00,Sunday,ST GEORGE BD STATION,3,BD
2023-10-22T00:00:00Z,17:28:00,Sunday,GREENWOOD STATION,3,BD
2023-10-22T00:00:00Z,18:33:00,Sunday,SUMMERHILL STATION,3,YU
2023-10-22T00:00:00Z,18:37:00,Sunday,EGLINTON WEST STATION,3,YU
2023-10-22T00:00:00Z,19:09:00,Sunday,KIPLING STATION,5,BD
2023-10-22T00:00:00Z,20:24:00,Sunday,DUNDAS STATION,7,YU
2023-10-22T00:00:00Z,22:27:00,Sunday,HIGH PARK STATION,5,BD
2023-10-22T00:00:00Z,22:37:00,Sunday,KIPLING STATION,6,BD
2023-10-22T00:00:00Z,19:02:00,Sunday,BAYVIEW STATION,67,SHP
2023-10-22T00:00:00Z,21:14:00,Sunday,SHEPPARD-YONGE STATION,6,SHP
2023-10-23T00:00:00Z,06:22:00,Monday,YORKDALE STATION,5,YU
2023-10-23T00:00:00Z,06:29:00,Monday,LAWRENCE WEST STATION,4,YU
2023-10-23T00:00:00Z,07:23:00,Monday,PAPE STATION,3,BD
2023-10-23T00:00:00Z,07:24:00,Monday,KENNEDY BD STATION,3,BD
2023-10-23T00:00:00Z,08:45:00,Monday,DUNDAS STATION,5,YU
2023-10-23T00:00:00Z,13:44:00,Monday,SHERBOURNE STATION,9,BD
2023-10-23T00:00:00Z,14:44:00,Monday,DUFFERIN STATION,3,BD
2023-10-23T00:00:00Z,15:04:00,Monday,FINCH WEST STATION,8,YU
2023-10-23T00:00:00Z,16:16:00,Monday,UNION STATION,5,YU
2023-10-23T00:00:00Z,16:42:00,Monday,YONGE BD STATION,3,BD
2023-10-23T00:00:00Z,17:44:00,Monday,VICTORIA PARK STATION,3,BD
2023-10-23T00:00:00Z,18:17:00,Monday,MAIN STREET STATION,3,BD
2023-10-23T00:00:00Z,18:26:00,Monday,DAVISVILLE STATION,3,YU
2023-10-23T00:00:00Z,19:43:00,Monday,CHRISTIE STATION,9,BD
2023-10-23T00:00:00Z,23:50:00,Monday,ST GEORGE YUS STATION,6,YU
2023-10-23T00:00:00Z,00:27:00,Monday,ST GEORGE YUS STATION,6,YU
2023-10-23T00:00:00Z,01:13:00,Monday,CHRISTIE STATION,7,BD
2023-10-24T00:00:00Z,06:13:00,Tuesday,GREENWOOD STATION,5,BD
2023-10-24T00:00:00Z,07:47:00,Tuesday,SHEPPARD STATION,5,YU
2023-10-24T00:00:00Z,09:58:00,Tuesday,DAVISVILLE STATION,5,YU
2023-10-24T00:00:00Z,15:13:00,Tuesday,DUNDAS WEST STATION,5,BD
2023-10-24T00:00:00Z,15:21:00,Tuesday,DUNDAS WEST STATION,9,BD
2023-10-24T00:00:00Z,15:33:00,Tuesday,OSGOODE STATION,5,YU
2023-10-24T00:00:00Z,15:58:00,Tuesday,VICTORIA PARK STATION,3,BD
2023-10-24T00:00:00Z,16:13:00,Tuesday,WARDEN STATION,4,BD
2023-10-24T00:00:00Z,17:05:00,Tuesday,WILSON STATION,7,YU
2023-10-24T00:00:00Z,17:11:00,Tuesday,KIPLING STATION,3,BD
2023-10-24T00:00:00Z,17:24:00,Tuesday,EGLINTON WEST STATION,3,YU
2023-10-24T00:00:00Z,17:45:00,Tuesday,DUNDAS STATION,10,YU
2023-10-24T00:00:00Z,18:02:00,Tuesday,WILSON STATION,3,YU
2023-10-24T00:00:00Z,20:00:00,Tuesday,YONGE BD STATION,7,BD
2023-10-24T00:00:00Z,20:13:00,Tuesday,DAVISVILLE STATION,7,YU
2023-10-24T00:00:00Z,21:28:00,Tuesday,VAUGHAN MC STATION,5,YU
2023-10-24T00:00:00Z,22:23:00,Tuesday,COXWELL STATION,5,BD
2023-10-24T00:00:00Z,22:28:00,Tuesday,EGLINTON STATION,4,YU
2023-10-24T00:00:00Z,00:28:00,Tuesday,WELLESLEY STATION,4,YU
2023-10-25T00:00:00Z,06:13:00,Wednesday,EGLINTON STATION,3,YU
2023-10-25T00:00:00Z,06:18:00,Wednesday,EGLINTON STATION,3,YU
2023-10-25T00:00:00Z,06:50:00,Wednesday,ST GEORGE YUS STATION,13,YU
2023-10-25T00:00:00Z,08:40:00,Wednesday,YORKDALE STATION,4,YU
2023-10-25T00:00:00Z,08:59:00,Wednesday,YORK MILLS STATION,15,YU
2023-10-25T00:00:00Z,09:24:00,Wednesday,KIPLING STATION,3,BD
2023-10-25T00:00:00Z,09:54:00,Wednesday,OSGOODE STATION,5,YU
2023-10-25T00:00:00Z,12:29:00,Wednesday,BAY STATION,9,BD
2023-10-25T00:00:00Z,15:24:00,Wednesday,BATHURST STATION,4,BD
2023-10-25T00:00:00Z,15:43:00,Wednesday,CASTLE FRANK STATION,13,BD
2023-10-25T00:00:00Z,17:03:00,Wednesday,DUNDAS WEST STATION,4,BD
2023-10-25T00:00:00Z,17:42:00,Wednesday,KIPLING STATION,17,BD
2023-10-25T00:00:00Z,17:48:00,Wednesday,COXWELL STATION,4,BD
2023-10-25T00:00:00Z,17:53:00,Wednesday,GREENWOOD STATION,10,BD
2023-10-25T00:00:00Z,18:37:00,Wednesday,MUSEUM STATION,5,YU
2023-10-25T00:00:00Z,19:05:00,Wednesday,NORTH YORK CTR STATION,7,YU
2023-10-25T00:00:00Z,21:33:00,Wednesday,DUFFERIN STATION,5,BD
2023-10-25T00:00:00Z,00:49:00,Wednesday,WELLESLEY STATION,3,YU
2023-10-25T00:00:00Z,17:47:00,Wednesday,LESLIE STATION,11,SHP
2023-10-26T00:00:00Z,06:50:00,Thursday,QUEEN STATION,3,YU
2023-10-26T00:00:00Z,08:04:00,Thursday,MUSEUM STATION,4,YU
2023-10-26T00:00:00Z,08:30:00,Thursday,SHEPPARD STATION,4,YU
2023-10-26T00:00:00Z,08:48:00,Thursday,YORK MILLS STATION,19,YU
2023-10-26T00:00:00Z,09:11:00,Thursday,ROYAL YORK STATION,3,BD
2023-10-26T00:00:00Z,10:37:00,Thursday,COLLEGE STATION,7,YU
2023-10-26T00:00:00Z,10:59:00,Thursday,BLOOR STATION,9,YU
2023-10-26T00:00:00Z,11:46:00,Thursday,COLLEGE STATION,4,YU
2023-10-26T00:00:00Z,11:51:00,Thursday,WILSON STATION,11,YU
2023-10-26T00:00:00Z,12:10:00,Thursday,VAUGHAN MC STATION,3,YU
2023-10-26T00:00:00Z,13:29:00,Thursday,CHRISTIE STATION,11,BD
2023-10-26T00:00:00Z,13:57:00,Thursday,BATHURST STATION,8,BD
