Date,Time,Day,Station,Min_Delay,Line
2023-01-01T00:00:00Z,02:22:00,Sunday,MUSEUM STATION,3,YU
2023-01-01T00:00:00Z,08:02:00,Sunday,VAUGHAN MC STATION,6,YU
2023-01-01T00:00:00Z,08:11:00,Sunday,GREENWOOD STATION,5,BD
2023-01-01T00:00:00Z,08:15:00,Sunday,KEELE STATION,5,BD
2023-01-01T00:00:00Z,08:16:00,Sunday,GREENWOOD STATION,5,BD
2023-01-01T00:00:00Z,08:19:00,Sunday,DONLANDS STATION,4,BD
2023-01-01T00:00:00Z,08:21:00,Sunday,GREENWOOD STATION,5,BD
2023-01-01T00:00:00Z,08:24:00,Sunday,EGLINTON STATION,6,YU
2023-01-01T00:00:00Z,08:31:00,Sunday,GREENWOOD STATION,4,BD
2023-01-01T00:00:00Z,08:38:00,Sunday,EGLINTON STATION,6,YU
2023-01-01T00:00:00Z,08:44:00,Sunday,SHEPPARD WEST STATION,6,YU
2023-01-01T00:00:00Z,10:54:00,Sunday,EGLINTON STATION,4,YU
2023-01-01T00:00:00Z,11:54:00,Sunday,DONLANDS STATION,3,BD
2023-01-01T00:00:00Z,14:39:00,Sunday,DAVISVILLE STATION,4,YU
2023-01-01T00:00:00Z,15:55:00,Sunday,PIONEER VILLAGE STATIO,5,YU
2023-01-01T00:00:00Z,16:13:00,Sunday,SHEPPARD WEST STATION,6,YU
2023-01-01T00:00:00Z,17:27:00,Sunday,GREENWOOD STATION,9,BD
2023-01-01T00:00:00Z,18:59:00,Sunday,ST GEORGE YUS STATION,5,YU
2023-01-01T00:00:00Z,19:30:00,Sunday,BATHURST STATION,5,BD
2023-01-01T00:00:00Z,20:37:00,Sunday,YONGE BD STATION,3,BD
2023-01-01T00:00:00Z,21:57:00,Sunday,KENNEDY BD STATION,6,BD
2023-01-01T00:00:00Z,22:19:00,Sunday,UNION STATION,14,YU
2023-01-01T00:00:00Z,23:19:00,Sunday,KIPLING STATION,6,BD
2023-01-02T00:00:00Z,22:43:00,Monday,MCCOWAN STATION,10,SRT
2023-01-02T00:00:00Z,02:30:00,Monday,HIGHWAY 407 STATION,12,YU
2023-01-02T00:00:00Z,09:26:00,Monday,ISLINGTON STATION,3,BD
2023-01-02T00:00:00Z,09:49:00,Monday,WILSON STATION,5,YU
2023-01-02T00:00:00Z,10:18:00,Monday,EGLINTON STATION,3,YU
2023-01-02T00:00:00Z,12:02:00,Monday,EGLINTON WEST STATION,5,YU
2023-01-02T00:00:00Z,13:16:00,Monday,MUSEUM STATION,13,YU
2023-01-02T00:00:00Z,14:36:00,Monday,KIPLING STATION,6,BD
2023-01-02T00:00:00Z,15:43:00,Monday,BLOOR STATION,3,YU
2023-01-02T00:00:00Z,16:31:00,Monday,WARDEN STATION,5,BD
2023-01-02T00:00:00Z,17:18:00,Monday,FINCH STATION,4,YU
2023-01-02T00:00:00Z,17:54:00,Monday,CHRISTIE STATION,6,BD
2023-01-02T00:00:00Z,19:35:00,Monday,COLLEGE STATION,3,YU
2023-01-02T00:00:00Z,19:54:00,Monday,KENNEDY BD STATION,5,BD
2023-01-02T00:00:00Z,20:42:00,Monday,SPADINA BD STATION,6,BD
2023-01-02T00:00:00Z,21:01:00,Monday,QUEEN STATION,6,YU
2023-01-02T00:00:00Z,21:26:00,Monday,SUMMERHILL STATION,4,YU
2023-01-02T00:00:00Z,21:40:00,Monday,ROYAL YORK STATION,3,BD
2023-01-02T00:00:00Z,23:45:00,Monday,BLOOR STATION,14,YU
2023-01-02T00:00:00Z,00:57:00,Monday,DUFFERIN STATION,14,BD
2023-01-02T00:00:00Z,00:37:00,Monday,SHEPPARD-YONGE STATION,76,SHP
2023-01-03T00:00:00Z,15:32:00,Tuesday,LAWRENCE EAST STATION,5,SRT
2023-01-03T00:00:00Z,06:17:00,Tuesday,KENNEDY BD STATION,5,BD
2023-01-03T00:00:00Z,06:17:00,Tuesday,DOWNSVIEW PARK STATION,12,YU
2023-01-03T00:00:00Z,06:42:00,Tuesday,NORTH YORK CTR STATION,3,YU
2023-01-03T00:00:00Z,06:48:00,Tuesday,SHEPPARD STATION,5,YU
2023-01-03T00:00:00Z,06:48:00,Tuesday,NORTH YORK CTR STATION,5,YU
2023-01-03T00:00:00Z,09:42:00,Tuesday,DUNDAS STATION,6,YU
2023-01-03T00:00:00Z,12:43:00,Tuesday,EGLINTON STATION,5,YU
2023-01-03T00:00:00Z,15:16:00,Tuesday,VAUGHAN MC STATION,3,YU
2023-01-03T00:00:00Z,15:50:00,Tuesday,EGLINTON STATION,3,YU
2023-01-03T00:00:00Z,17:23:00,Tuesday,NORTH YORK CTR STATION,5,YU
2023-01-03T00:00:00Z,17:30:00,Tuesday,COXWELL STATION,5,BD
2023-01-03T00:00:00Z,17:30:00,Tuesday,SHEPPARD STATION,3,YU
2023-01-03T00:00:00Z,17:54:00,Tuesday,EGLINTON STATION,3,YU
2023-01-03T00:00:00Z,17:56:00,Tuesday,RUNNYMEDE STATION,5,BD
2023-01-03T00:00:00Z,18:10:00,Tuesday,CASTLE FRANK STATION,3,BD
2023-01-03T00:00:00Z,18:54:00,Tuesday,DUNDAS WEST STATION,15,BD
2023-01-03T00:00:00Z,18:57:00,Tuesday,SHEPPARD STATION,6,YU
2023-01-03T00:00:00Z,19:14:00,Tuesday,UNION STATION TO ST AN,15,YU
2023-01-03T00:00:00Z,19:41:00,Tuesday,HIGHWAY 407 STATION,5,YU
2023-01-03T00:00:00Z,20:28:00,Tuesday,EGLINTON STATION,4,YU
2023-01-03T00:00:00Z,22:28:00,Tuesday,YONGE BD STATION,3,BD
2023-01-03T00:00:00Z,23:24:00,Tuesday,OSGOODE STATION,5,YU
2023-01-04T00:00:00Z,09:11:00,Wednesday,KENNEDY SRT STATION,7,SRT
2023-01-04T00:00:00Z,10:17:00,Wednesday,KENNEDY SRT STATION,8,SRT
2023-01-04T00:00:00Z,19:11:00,Wednesday,SCARBOROUGH CTR STATIO,6,SRT
2023-01-04T00:00:00Z,06:43:00,Wednesday,GREENWOOD STATION,3,BD
2023-01-04T00:00:00Z,07:07:00,Wednesday,ISLINGTON STATION,6,BD
2023-01-04T00:00:00Z,07:32:00,Wednesday,DUFFERIN STATION,3,BD
2023-01-04T00:00:00Z,07:39:00,Wednesday,CHESTER STATION,8,BD
2023-01-04T00:00:00Z,09:20:00,Wednesday,YONGE BD STATION,4,BD
2023-01-04T00:00:00Z,10:29:00,Wednesday,OSGOODE STATION,4,YU
2023-01-04T00:00:00Z,12:22:00,Wednesday,PAPE STATION,6,YU
2023-01-04T00:00:00Z,13:26:00,Wednesday,SHEPPARD STATION,4,YU
2023-01-04T00:00:00Z,13:31:00,Wednesday,PAPE STATION,14,BD
2023-01-04T00:00:00Z,13:38:00,Wednesday,YORK MILLS STATION,18,YU
2023-01-04T00:00:00Z,15:04:00,Wednesday,COLLEGE STATION,3,YU
2023-01-04T00:00:00Z,15:08:00,Wednesday,QUEEN STATION,7,YU
2023-01-04T00:00:00Z,15:35:00,Wednesday,CHRISTIE STATION,5,BD
2023-01-04T00:00:00Z,16:44:00,Wednesday,WOODBINE STATION,5,BD
2023-01-04T00:00:00Z,16:46:00,Wednesday,KIPLING STATION,3,BD
2023-01-04T00:00:00Z,17:16:00,Wednesday,BROADVIEW STATION,3,BD
2023-01-04T00:00:00Z,17:36:00,Wednesday,LAWRENCE WEST STATION,17,YU
2023-01-04T00:00:00Z,17:45:00,Wednesday,SPADINA BD STATION,5,BD
2023-01-04T00:00:00Z,17:46:00,Wednesday,EGLINTON STATION,10,YU
2023-01-04T00:00:00Z,18:46:00,Wednesday,SPADINA BD STATION,27,BD
2023-01-04T00:00:00Z,18:52:00,Wednesday,SPADINA YUS STATION,24,BD
2023-01-04T00:00:00Z,20:24:00,Wednesday,BLOOR STATION,4,YU
2023-01-04T00:00:00Z,20:48:00,Wednesday,MUSEUM STATION,9,YU
2023-01-04T00:00:00Z,21:26:00,Wednesday,KENNEDY BD STATION,4,BD
2023-01-04T00:00:00Z,21:32:00,Wednesday,WARDEN STATION,3,BD
2023-01-04T00:00:00Z,21:52:00,Wednesday,ST CLAIR STATION,5,YU
2023-01-04T00:00:00Z,21:55:00,Wednesday,QUEEN STATION,6,YU
2023-01-04T00:00:00Z,00:07:00,Wednesday,LANSDOWNE STATION,8,BD
2023-01-04T00:00:00Z,00:40:00,Wednesday,MUSEUM STATION,6,YU
2023-01-04T00:00:00Z,12:40:00,Wednesday,BAYVIEW STATION,5,SHP
2023-01-05T00:00:00Z,09:59:00,Thursday,KENNEDY SRT STATION,10,SRT
2023-01-05T00:00:00Z,16:44:00,Thursday,MIDLAND STATION,15,SRT
2023-01-05T00:00:00Z,04:47:00,Thursday,DONLANDS STATION,3,BD
2023-01-05T00:00:00Z,20:13:00,Thursday,LAWRENCE EAST STATION,5,SRT
2023-01-05T00:00:00Z,05:02:00,Thursday,LAWRENCE STATION,4,YU
2023-01-05T00:00:00Z,06:24:00,Thursday,ROYAL YORK STATION,6,BD
2023-01-05T00:00:00Z,07:50:00,Thursday,ST PATRICK STATION,3,YU
2023-01-05T00:00:00Z,10:49:00,Thursday,ISLINGTON STATION,6,BD
2023-01-05T00:00:00Z,11:33:00,Thursday,DUPONT STATION,4,YU
2023-01-05T00:00:00Z,12:26:00,Thursday,YORKDALE STATION,6,YU
2023-01-05T00:00:00Z,12:36:00,Thursday,WILSON STATION,3,YU
2023-01-05T00:00:00Z,13:02:00,Thursday,COXWELL STATION,3,BD
2023-01-05T00:00:00Z,13:13:00,Thursday,ISLINGTON STATION,3,BD
2023-01-05T00:00:00Z,14:02:00,Thursday,MUSEUM STATION,3,YU
2023-01-05T00:00:00Z,15:03:00,Thursday,MAIN STREET STATION,3,BD
2023-01-05T00:00:00Z,16:10:00,Thursday,CHRISTIE STATION,4,BD
2023-01-05T00:00:00Z,19:20:00,Thursday,KENNEDY BD STATION,4,BD
2023-01-05T00:00:00Z,19:45:00,Thursday,LAWRENCE STATION,6,YU
2023-01-05T00:00:00Z,20:12:00,Thursday,EGLINTON STATION,5,YU
2023-01-05T00:00:00Z,20:16:00,Thursday,LAWRENCE STATION,6,YU
2023-01-05T00:00:00Z,23:09:00,Thursday,KENNEDY BD STATION,4,BD
2023-01-05T00:00:00Z,23:14:00,Thursday,UNION STATION,7,YU
2023-01-05T00:00:00Z,01:21:00,Thursday,ROYAL YORK STATION,5,BD
2023-01-05T00:00:00Z,01:38:00,Thursday,KIPLING STATION,6,BD
2023-01-06T00:00:00Z,10:49:00,Friday,MIDLAND STATION,3,SRT
2023-01-06T00:00:00Z,11:05:00,Friday,LAWRENCE EAST STATION,11,SRT
2023-01-06T00:00:00Z,14:42:00,Friday,MCCOWAN STATION,5,SRT
2023-01-06T00:00:00Z,06:39:00,Friday,EGLINTON WEST STATION,6,YU
2023-01-06T00:00:00Z,16:15:00,Friday,MIDLAND STATION,3,SRT
2023-01-06T00:00:00Z,07:10:00,Friday,FINCH STATION,3,YU
2023-01-06T00:00:00Z,09:19:00,Friday,LAWRENCE STATION,7,YU
2023-01-06T00:00:00Z,10:06:00,Friday,WARDEN STATION,13,BD
2023-01-06T00:00:00Z,10:24:00,Friday,SHEPPARD STATION,3,YU
2023-01-06T00:00:00Z,10:43:00,Friday,DUFFERIN STATION,8,BD
2023-01-06T00:00:00Z,11:24:00,Friday,KENNEDY BD STATION,3,BD
2023-01-06T00:00:00Z,11:51:00,Friday,UNION TO KING,13,YU
2023-01-06T00:00:00Z,14:15:00,Friday,KIPLING STATION,3,BD
2023-01-06T00:00:00Z,15:45:00,Friday,GLENCAIRN STATION,6,YU
2023-01-06T00:00:00Z,15:53:00,Friday,EGLINTON WEST STATION,3,YU
2023-01-06T00:00:00Z,16:58:00,Friday,DOWNSVIEW PARK STATION,16,YU
2023-01-06T00:00:00Z,17:16:00,Friday,EGLINTON STATION,3,YU
2023-01-06T00:00:00Z,17:45:00,Friday,OSSINGTON STATION,14,BD
2023-01-06T00:00:00Z,18:07:00,Friday,PIONEER VILLAGE STATIO,38,YU
2023-01-06T00:00:00Z,18:18:00,Friday,SHEPPARD WEST STATION,8,YU
2023-01-06T00:00:00Z,18:57:00,Friday,ST GEORGE YUS STATION,4,YU
2023-01-06T00:00:00Z,19:52:00,Friday,SHEPPARD WEST STATION,4,YU
2023-01-06T00:00:00Z,19:57:00,Friday,OSGOODE STATION,9,YU
2023-01-06T00:00:00Z,22:28:00,Friday,KEELE STATION,7,BD
2023-01-07T00:00:00Z,06:02:00,Saturday,QUEEN STATION,19,YU
2023-01-07T00:00:00Z,09:08:00,Saturday,KENNEDY BD STATION,5,BD
2023-01-07T00:00:00Z,09:33:00,Saturday,FINCH STATION,6,YU
2023-01-07T00:00:00Z,09:35:00,Saturday,FINCH STATION,6,YU
2023-01-07T00:00:00Z,15:58:00,Saturday,SHEPPARD WEST STATION,4,YU
2023-01-07T00:00:00Z,16:39:00,Saturday,SPADINA BD STATION,12,BD
2023-01-07T00:00:00Z,17:06:00,Saturday,COLLEGE STATION,5,YU
2023-01-07T00:00:00Z,17:09:00,Saturday,COLLEGE STATION,4,YU
2023-01-07T00:00:00Z,17:42:00,Saturday,BLOOR STATION,19,YU
2023-01-07T00:00:00Z,19:31:00,Saturday,COLLEGE STATION,19,YU
2023-01-07T00:00:00Z,19:56:00,Saturday,VAUGHAN MC STATION,6,YU
2023-01-07T00:00:00Z,20:12:00,Saturday,ST PATRICK STATION,22,YU
2023-01-07T00:00:00Z,20:45:00,Saturday,UNION STATION,6,YU
2023-01-07T00:00:00Z,20:00:00,Saturday,DON MILLS STATION,5,SHP
2023-01-08T00:00:00Z,08:05:00,Sunday,KEELE YARD,5,BD
2023-01-08T00:00:00Z,08:18:00,Sunday,JANE STATION,9,BD
2023-01-08T00:00:00Z,08:44:00,Sunday,FINCH STATION,6,YU
2023-01-08T00:00:00Z,10:11:00,Sunday,KIPLING STATION,11,BD
2023-01-08T00:00:00Z,10:23:00,Sunday,EGLINTON STATION,4,YU
2023-01-08T00:00:00Z,10:29:00,Sunday,SPADINA YUS STATION,5,YU
2023-01-08T00:00:00Z,11:35:00,Sunday,PIONEER VILLAGE STATIO,5,YU
2023-01-08T00:00:00Z,12:59:00,Sunday,DUNDAS STATION,4,YU
2023-01-08T00:00:00Z,13:13:00,Sunday,ST CLAIR STATION,13,YU
2023-01-08T00:00:00Z,13:25:00,Sunday,WILSON STATION,8,YU
2023-01-08T00:00:00Z,14:03:00,Sunday,KIPLING STATION,4,BD
2023-01-08T00:00:00Z,16:29:00,Sunday,BATHURST STATION,17,BD
2023-01-08T00:00:00Z,17:29:00,Sunday,SHEPPARD WEST STATION,4,YU
2023-01-08T00:00:00Z,17:40:00,Sunday,SHERBOURNE STATION,19,BD
2023-01-08T00:00:00Z,18:31:00,Sunday,CHRISTIE STATION,10,BD
2023-01-08T00:00:00Z,21:15:00,Sunday,ST PATRICK STATION,11,YU
2023-01-08T00:00:00Z,22:55:00,Sunday,COXWELL STATION,3,BD
2023-01-08T00:00:00Z,01:50:00,Sunday,QUEEN'S PARK STATION,5,YU
2023-01-08T00:00:00Z,02:35:00,Sunday,SHEPPARD-YONGE STATION,5,SHP
2023-01-09T00:00:00Z,05:53:00,Monday,FINCH STATION,4,YU
2023-01-09T00:00:00Z,06:03:00,Monday,EGLINTON STATION,3,YU
2023-01-09T00:00:00Z,06:07:00,Monday,LAWRENCE STATION,5,YU
2023-01-09T00:00:00Z,07:00:00,Monday,WILSON STATION,3,YU
2023-01-09T00:00:00Z,07:21:00,Monday,LAWRENCE STATION,7,YU
2023-01-09T00:00:00Z,07:48:00,Monday,COXWELL STATION,3,BD
2023-01-09T00:00:00Z,07:52:00,Monday,SHEPPARD WEST STATION,28,YU
2023-01-09T00:00:00Z,08:28:00,Monday,DOWNSVIEW PARK STATION,5,YU
2023-01-09T00:00:00Z,08:54:00,Monday,YORK MILLS STATION,5,YU
2023-01-09T00:00:00Z,09:27:00,Monday,YONGE BD STATION,4,BD
2023-01-09T00:00:00Z,10:54:00,Monday,WILSON STATION,10,YU
2023-01-09T00:00:00Z,11:27:00,Monday,BATHURST STATION,4,BD
2023-01-09T00:00:00Z,12:14:00,Monday,OSSINGTON STATION,3,BD
2023-01-09T00:00:00Z,12:17:00,Monday,ST GEORGE BD STATION,4,BD
2023-01-09T00:00:00Z,12:27:00,Monday,VAUGHAN MC STATION,15,YU
2023-01-09T00:00:00Z,13:01:00,Monday,VAUGHAN MC STATION,3,YU
2023-01-09T00:00:00Z,14:58:00,Monday,JANE STATION,4,BD
2023-01-09T00:00:00Z,15:48:00,Monday,DAVISVILLE STATION,4,YU
2023-01-09T00:00:00Z,16:43:00,Monday,KIPLING STATION,3,BD
2023-01-09T00:00:00Z,17:08:00,Monday,UNION STATION,12,YU
2023-01-09T00:00:00Z,17:15:00,Monday,ST PATRICK STATION,20,YU
2023-01-09T00:00:00Z,17:52:00,Monday,KENNEDY BD STATION,3,BD
2023-01-09T00:00:00Z,18:34:00,Monday,SPADINA BD STATION,7,BD
2023-01-09T00:00:00Z,18:49:00,Monday,KENNEDY BD STATION,4,BD
2023-01-09T00:00:00Z,19:06:00,Monday,HIGHWAY 407 STATION,4,YU
2023-01-09T00:00:00Z,19:19:00,Monday,HIGHWAY 407 STATION,5,YU
2023-01-09T00:00:00Z,21:07:00,Monday,DUNDAS STATION,4,YU
2023-01-09T00:00:00Z,22:33:00,Monday,SHEPPARD WEST STATION,10,YU
2023-01-09T00:00:00Z,23:05:00,Monday,QUEEN STATION,12,YU
2023-01-09T00:00:00Z,23:52:00,Monday,SPADINA BD STATION,13,BD
2023-01-09T00:00:00Z,23:53:00,Monday,SPADINA YUS STATION,13,YU
2023-01-09T00:00:00Z,23:57:00,Monday,ST CLAIR STATION,4,YU
2023-01-09T00:00:00Z,00:01:00,Monday,SUMMERHILL STATION,6,YU
2023-01-09T00:00:00Z,00:53:00,Monday,ROYAL YORK STATION,5,BD
2023-01-09T00:00:00Z,15:13:00,Monday,DON MILLS STATION,3,SHP
2023-01-09T00:00:00Z,23:02:00,Monday,DON MILLS STATION,3,SHP
2023-01-10T00:00:00Z,06:25:00,Tuesday,VICTORIA PARK STATION,5,BD
2023-01-10T00:00:00Z,10:52:00,Tuesday,HIGH PARK STATION,3,BD
2023-01-10T00:00:00Z,12:03:00,Tuesday,WELLESLEY STATION,12,YU
2023-01-10T00:00:00Z,13:35:00,Tuesday,SHEPPARD STATION,6,YU
2023-01-10T00:00:00Z,14:26:00,Tuesday,ST CLAIR WEST STATION,6,YU
2023-01-10T00:00:00Z,14:41:00,Tuesday,FINCH WEST STATION,4,YU
2023-01-10T00:00:00Z,14:52:00,Tuesday,QUEEN'S PARK STATION,3,YU
2023-01-10T00:00:00Z,15:35:00,Tuesday,SHEPPARD WEST STATION,19,YU
2023-01-10T00:00:00Z,16:03:00,Tuesday,FINCH STATION,3,YU
2023-01-10T00:00:00Z,16:24:00,Tuesday,HIGHWAY 407 STATION,4,YU
2023-01-10T00:00:00Z,17:23:00,Tuesday,BLOOR STATION,4,YU
2023-01-10T00:00:00Z,17:38:00,Tuesday,ROSEDALE STATION,11,YU
2023-01-10T00:00:00Z,18:35:00,Tuesday,BROADVIEW STATION,4,BD
2023-01-10T00:00:00Z,18:49:00,Tuesday,WOODBINE STATION,20,BD
2023-01-10T00:00:00Z,19:52:00,Tuesday,ST GEORGE BD STATION,5,BD
2023-01-10T00:00:00Z,20:37:00,Tuesday,VICTORIA PARK STATION,6,BD
2023-01-10T00:00:00Z,20:51:00,Tuesday,LAWRENCE STATION,6,YU
2023-01-10T00:00:00Z,23:13:00,Tuesday,PIONEER VILLAGE STATIO,3,YU
2023-01-10T00:00:00Z,00:24:00,Tuesday,KEELE STATION,4,BD
2023-01-10T00:00:00Z,21:53:00,Tuesday,BESSARION STATION,4,SHP
2023-01-10T00:00:00Z,22:47:00,Tuesday,DON MILLS STATION,5,SHP
2023-01-11T00:00:00Z,19:45:00,Wednesday,LAWRENCE EAST STATION,15,SRT
2023-01-11T00:00:00Z,06:25:00,Wednesday,SHEPPARD WEST STATION,5,YU
2023-01-11T00:00:00Z,06:58:00,Wednesday,HIGHWAY 407 STATION,3,YU
2023-01-11T00:00:00Z,09:25:00,Wednesday,BLOOR STATION,4,YU
2023-01-11T00:00:00Z,11:24:00,Wednesday,DUNDAS STATION,5,YU
2023-01-11T00:00:00Z,11:39:00,Wednesday,OSGOODE STATION,3,YU
2023-01-11T00:00:00Z,12:06:00,Wednesday,SHEPPARD STATION,21,YU
2023-01-11T00:00:00Z,12:12:00,Wednesday,HIGHWAY 407 STATION,7,YU
2023-01-11T00:00:00Z,14:28:00,Wednesday,ISLINGTON STATION,16,BD
2023-01-11T00:00:00Z,15:17:00,Wednesday,DUPONT STATION,9,YU
2023-01-11T00:00:00Z,16:11:00,Wednesday,DOWNSVIEW PARK STATION,5,YU
2023-01-11T00:00:00Z,16:19:00,Wednesday,BATHURST STATION,4,BD
2023-01-11T00:00:00Z,16:37:00,Wednesday,BAY STATION,3,BD
2023-01-11T00:00:00Z,16:48:00,Wednesday,BROADVIEW STATION,3,BD
2023-01-11T00:00:00Z,16:50:00,Wednesday,OSSINGTON STATION,6,BD
2023-01-11T00:00:00Z,16:51:00,Wednesday,OSSINGTON STATION,10,BD
2023-01-11T00:00:00Z,16:56:00,Wednesday,WILSON STATION,3,YU
2023-01-11T00:00:00Z,17:41:00,Wednesday,DAVISVILLE STATION,6,YU
2023-01-11T00:00:00Z,18:22:00,Wednesday,QUEEN STATION,7,YU
2023-01-11T00:00:00Z,18:38:00,Wednesday,EGLINTON STATION,3,YU
2023-01-11T00:00:00Z,21:23:00,Wednesday,DUNDAS STATION,5,YU
2023-01-11T00:00:00Z,23:50:00,Wednesday,WARDEN STATION,8,BD
2023-01-11T00:00:00Z,01:05:00,Wednesday,ROYAL YORK STATION,55,BD
2023-01-11T00:00:00Z,01:25:00,Wednesday,YORKDALE STATION,18,YU
2023-01-11T00:00:00Z,17:19:00,Wednesday,DON MILLS STATION,5,SHP
2023-01-12T00:00:00Z,08:07:00,Thursday,MCCOWAN STATION,7,SRT
2023-01-12T00:00:00Z,06:15:00,Thursday,JANE STATION,4,BD
2023-01-12T00:00:00Z,08:44:00,Thursday,KEELE STATION,21,BD
2023-01-12T00:00:00Z,11:59:00,Thursday,JANE STATION,3,BD
2023-01-12T00:00:00Z,12:05:00,Thursday,ST GEORGE YUS STATION,4,YU
2023-01-12T00:00:00Z,13:04:00,Thursday,WILSON STATION,3,YU
2023-01-12T00:00:00Z,14:11:00,Thursday,WARDEN STATION,3,BD
2023-01-12T00:00:00Z,14:47:00,Thursday,WOODBINE STATION,5,BD
2023-01-12T00:00:00Z,15:45:00,Thursday,WELLESLEY STATION,31,YU
2023-01-12T00:00:00Z,15:48:00,Thursday,KENNEDY BD STATION,8,BD
2023-01-12T00:00:00Z,17:09:00,Thursday,ST CLAIR STATION,8,YU
2023-01-12T00:00:00Z,17:21:00,Thursday,BAY STATION,7,BD
2023-01-12T00:00:00Z,17:34:00,Thursday,BLOOR STATION,3,YU
2023-01-12T00:00:00Z,17:37:00,Thursday,BAY STATION,4,BD
2023-01-12T00:00:00Z,17:38:00,Thursday,ROYAL YORK STATION,10,BD
2023-01-12T00:00:00Z,18:10:00,Thursday,COLLEGE STATION,3,YU
2023-01-12T00:00:00Z,18:13:00,Thursday,CHESTER STATION,5,BD
2023-01-12T00:00:00Z,18:22:00,Thursday,KIPLING STATION,3,BD
2023-01-12T00:00:00Z,18:55:00,Thursday,HIGH PARK STATION,4,BD
2023-01-12T00:00:00Z,20:21:00,Thursday,KIPLING STATION,4,BD
2023-01-12T00:00:00Z,20:25:00,Thursday,QUEEN'S PARK STATION,14,YU
2023-01-12T00:00:00Z,20:26:00,Thursday,LANSDOWNE STATION,4,BD
2023-01-12T00:00:00Z,21:14:00,Thursday,KENNEDY BD STATION,4,BD
2023-01-12T00:00:00Z,21:32:00,Thursday,LAWRENCE WEST STATION,3,YU
2023-01-12T00:00:00Z,21:40:00,Thursday,FINCH WEST STATION,6,YU
2023-01-12T00:00:00Z,22:13:00,Thursday,DUNDAS STATION,22,YU
2023-01-12T00:00:00Z,22:16:00,Thursday,ROYAL YORK STATION,4,BD
2023-01-12T00:00:00Z,22:44:00,Thursday,KING STATION,8,YU
2023-01-12T00:00:00Z,00:22:00,Thursday,SPADINA BD STATION,11,BD
2023-01-12T00:00:00Z,20:55:00,Thursday,BAYVIEW STATION,8,SHP
2023-01-12T00:00:00Z,01:31:00,Thursday,DON MILLS STATION,8,SHP
2023-01-13T00:00:00Z,06:01:00,Friday,SCARBOROUGH CTR STATIO,3,SRT
2023-01-13T00:00:00Z,17:10:00,Friday,MIDLAND APPROACHING,5,SRT
2023-01-13T00:00:00Z,07:08:00,Friday,GREENWOOD STATION,5,BD
2023-01-13T00:00:00Z,07:20:00,Friday,KENNEDY BD STATION,5,BD
2023-01-13T00:00:00Z,09:08:00,Friday,ST GEORGE YUS STATION,3,YU
2023-01-13T00:00:00Z,10:23:00,Friday,DUFFERIN STATION,14,YU
2023-01-13T00:00:00Z,12:13:00,Friday,BATHURST STATION,8,BD
2023-01-13T00:00:00Z,12:31:00,Friday,WOODBINE STATION,60,BD
2023-01-13T00:00:00Z,13:03:00,Friday,KEELE STATION,3,BD
2023-01-13T00:00:00Z,14:34:00,Friday,MUSEUM STATION,13,BD
2023-01-13T00:00:00Z,14:49:00,Friday,ST ANDREW STATION,5,YU
2023-01-13T00:00:00Z,15:08:00,Friday,ISLINGTON STATION,3,BD
2023-01-13T00:00:00Z,16:37:00,Friday,BATHURST STATION,3,BD
2023-01-13T00:00:00Z,18:21:00,Friday,BLOOR STATION,4,YU
2023-01-13T00:00:00Z,19:11:00,Friday,FINCH STATION,3,YU
2023-01-13T00:00:00Z,22:13:00,Friday,WELLESLEY STATION,5,YU
2023-01-13T00:00:00Z,23:45:00,Friday,PIONEER VILLAGE STATIO,13,YU
2023-01-13T00:00:00Z,00:06:00,Friday,DOWNSVIEW PARK STATION,20,YU
2023-01-13T00:00:00Z,01:03:00,Friday,ST GEORGE YUS STATION,8,YU
2023-01-13T00:00:00Z,18:59:00,Friday,BAYVIEW STATION,3,SHP
2023-01-13T00:00:00Z,01:17:00,Friday,BAYVIEW STATION,3,SHP
2023-01-14T00:00:00Z,09:07:00,Saturday,MCCOWAN STATION,10,SRT
2023-01-14T00:00:00Z,05:49:00,Saturday,EGLINTON STATION,8,YU
2023-01-14T00:00:00Z,06:19:00,Saturday,KIPLING STATION,5,BD
2023-01-14T00:00:00Z,08:07:00,Saturday,OSGOODE STATION,25,YU
2023-01-14T00:00:00Z,12:47:00,Saturday,PIONEER VILLAGE STATIO,4,YU
2023-01-14T00:00:00Z,13:39:00,Saturday,ST CLAIR STATION,14,YU
2023-01-14T00:00:00Z,14:41:00,Saturday,MAIN STREET STATION,11,BD
2023-01-14T00:00:00Z,17:01:00,Saturday,KENNEDY BD STATION,4,BD
2023-01-14T00:00:00Z,17:02:00,Saturday,MUSEUM STATION,13,YU
2023-01-14T00:00:00Z,18:59:00,Saturday,DUFFERIN STATION,6,BD
2023-01-14T00:00:00Z,19:26:00,Saturday,EGLINTON STATION,6,YU
2023-01-14T00:00:00Z,20:50:00,Saturday,KEELE STATION,5,BD
2023-01-14T00:00:00Z,21:44:00,Saturday,DUNDAS STATION,5,YU
2023-01-14T00:00:00Z,12:27:00,Saturday,COXWELL STATION,24,BD
2023-01-14T00:00:00Z,01:19:00,Saturday,DON MILLS STATION,6,SHP
2023-01-15T00:00:00Z,09:00:00,Sunday,SHEPPARD STATION,6,YU
2023-01-15T00:00:00Z,09:01:00,Sunday,ST GEORGE BD STATION,5,BD
